"Year","Cohort","Sex","Drivers"
"1963","Under 16","Male","187"
"1963","Under 16","Female","114"
"1963","16","Male","890"
"1963","16","Female","578"
"1963","17","Male","1,213"
"1963","17","Female","693"
"1963","18","Male","1,001"
"1963","18","Female","674"
"1963","19","Male","1,116"
"1963","19","Female","769"
"1963","20","Male","1,236"
"1963","20","Female","863"
"1963","21","Male","1,250"
"1963","21","Female","895"
"1963","22","Male","1,271"
"1963","22","Female","916"
"1963","23","Male","1,193"
"1963","23","Female","863"
"1963","24","Male","1,144"
"1963","24","Female","832"
"1963","25-29","Male","5,707"
"1963","25-29","Female","4,114"
"1963","30-34","Male","5,611"
"1963","30-34","Female","4,213"
"1963","35-39","Male","5,947"
"1963","35-39","Female","4,475"
"1963","40-44","Male","5,784"
"1963","40-44","Female","4,265"
"1963","45-49","Male","5,298"
"1963","45-49","Female","3,674"
"1963","50-54","Male","4,718"
"1963","50-54","Female","3,037"
"1963","55-59","Male","4,091"
"1963","55-59","Female","2,392"
"1963","60-64","Male","3,253"
"1963","60-64","Female","1,664"
"1963","65-69","Male","2,539"
"1963","65-69","Female","1,086"
"1963","70-74","Male",
"1963","70-74","Female",
"1963","75-79","Male",
"1963","75-79","Female",
"1963","80-84","Male",
"1963","80-84","Female",
"1963","85 and Older","Male",
"1963","85 and Older","Female",
"1964","Under 16","Male","104"
"1964","Under 16","Female","66"
"1964","16","Male","792"
"1964","16","Female","538"
"1964","17","Male","1,288"
"1964","17","Female","829"
"1964","18","Male","1,276"
"1964","18","Female","868"
"1964","19","Male","1,257"
"1964","19","Female","857"
"1964","20","Male","1,271"
"1964","20","Female","922"
"1964","21","Male","1,285"
"1964","21","Female","956"
"1964","22","Male","1,307"
"1964","22","Female","978"
"1964","23","Male","1,227"
"1964","23","Female","921"
"1964","24","Male","1,176"
"1964","24","Female","888"
"1964","25-29","Male","5,786"
"1964","25-29","Female","4,290"
"1964","30-34","Male","5,688"
"1964","30-34","Female","4,291"
"1964","35-39","Male","5,946"
"1964","35-39","Female","4,567"
"1964","40-44","Male","5,890"
"1964","40-44","Female","4,404"
"1964","45-49","Male","5,314"
"1964","45-49","Female","3,795"
"1964","50-54","Male","4,751"
"1964","50-54","Female","3,162"
"1964","55-59","Male","4,036"
"1964","55-59","Female","2,423"
"1964","60-64","Male","3,208"
"1964","60-64","Female","1,715"
"1964","65-69","Male","2,422"
"1964","65-69","Female","1,096"
"1964","70-74","Male",
"1964","70-74","Female",
"1964","75-79","Male",
"1964","75-79","Female",
"1964","80-84","Male",
"1964","80-84","Female",
"1964","85 and Older","Male",
"1964","85 and Older","Female",
"1965","Under 16","Male","82"
"1965","Under 16","Female","54"
"1965","16","Male","807"
"1965","16","Female","551"
"1965","17","Male","1,339"
"1965","17","Female","877"
"1965","18","Male","1,474"
"1965","18","Female","1,015"
"1965","19","Male","1,421"
"1965","19","Female","1,003"
"1965","20","Male","1,295"
"1965","20","Female","945"
"1965","21","Male","1,297"
"1965","21","Female","985"
"1965","22","Male","1,373"
"1965","22","Female","1,054"
"1965","23","Male","1,360"
"1965","23","Female","1,039"
"1965","24","Male","1,260"
"1965","24","Female","972"
"1965","25-29","Male","5,882"
"1965","25-29","Female","4,436"
"1965","30-34","Male","5,666"
"1965","30-34","Female","4,362"
"1965","35-39","Male","5,962"
"1965","35-39","Female","4,671"
"1965","40-44","Male","5,984"
"1965","40-44","Female","4,560"
"1965","45-49","Male","5,457"
"1965","45-49","Female","3,955"
"1965","50-54","Male","4,870"
"1965","50-54","Female","3,299"
"1965","55-59","Male","4,149"
"1965","55-59","Female","2,559"
"1965","60-64","Male","3,228"
"1965","60-64","Female","1,777"
"1965","65-69","Male","2,448"
"1965","65-69","Female","1,149"
"1965","70-74","Male",
"1965","70-74","Female",
"1965","75-79","Male",
"1965","75-79","Female",
"1965","80-84","Male",
"1965","80-84","Female",
"1965","85 and Older","Male",
"1965","85 and Older","Female",
"1966","Under 16","Male","74"
"1966","Under 16","Female","52"
"1966","16","Male","821"
"1966","16","Female","572"
"1966","17","Male","1,335"
"1966","17","Female","913"
"1966","18","Male","1,449"
"1966","18","Female","1,033"
"1966","19","Male","1,553"
"1966","19","Female","1,153"
"1966","20","Male","1,423"
"1966","20","Female","1,082"
"1966","21","Male","1,265"
"1966","21","Female","983"
"1966","22","Male","1,326"
"1966","22","Female","1,032"
"1966","23","Male","1,396"
"1966","23","Female","1,084"
"1966","24","Male","1,393"
"1966","24","Female","1,086"
"1966","25-29","Male","6,090"
"1966","25-29","Female","4,644"
"1966","30-34","Male","5,676"
"1966","30-34","Female","4,379"
"1966","35-39","Male","5,905"
"1966","35-39","Female","4,635"
"1966","40-44","Male","5,999"
"1966","40-44","Female","4,588"
"1966","45-49","Male","5,544"
"1966","45-49","Female","4,069"
"1966","50-54","Male","4,924"
"1966","50-54","Female","3,371"
"1966","55-59","Male","4,247"
"1966","55-59","Female","2,672"
"1966","60-64","Male","3,374"
"1966","60-64","Female","1,894"
"1966","65-69","Male","2,494"
"1966","65-69","Female","1,225"
"1966","70-74","Male",
"1966","70-74","Female",
"1966","75-79","Male",
"1966","75-79","Female",
"1966","80-84","Male",
"1966","80-84","Female",
"1966","85 and Older","Male",
"1966","85 and Older","Female",
"1967","Under 16","Male","67"
"1967","Under 16","Female","48"
"1967","16","Male","822"
"1967","16","Female","545"
"1967","17","Male","1,338"
"1967","17","Female","891"
"1967","18","Male","1,459"
"1967","18","Female","1,023"
"1967","19","Male","1,567"
"1967","19","Female","1,153"
"1967","20","Male","1,559"
"1967","20","Female","1,195"
"1967","21","Male","1,444"
"1967","21","Female","1,137"
"1967","22","Male","1,321"
"1967","22","Female","1,024"
"1967","23","Male","1,358"
"1967","23","Female","1,066"
"1967","24","Male","1,408"
"1967","24","Female","1,092"
"1967","25-29","Male","6,312"
"1967","25-29","Female","4,871"
"1967","30-34","Male","5,739"
"1967","30-34","Female","4,467"
"1967","35-39","Male","5,922"
"1967","35-39","Female","4,676"
"1967","40-44","Male","6,056"
"1967","40-44","Female","4,687"
"1967","45-49","Male","5,653"
"1967","45-49","Female","4,190"
"1967","50-54","Male","4,988"
"1967","50-54","Female","3,501"
"1967","55-59","Male","4,311"
"1967","55-59","Female","2,818"
"1967","60-64","Male","3,392"
"1967","60-64","Female","1,985"
"1967","65-69","Male","2,491"
"1967","65-69","Female","1,286"
"1967","70-74","Male",
"1967","70-74","Female",
"1967","75-79","Male",
"1967","75-79","Female",
"1967","80-84","Male",
"1967","80-84","Female",
"1967","85 and Older","Male",
"1967","85 and Older","Female",
"1968","Under 16","Male","72"
"1968","Under 16","Female","51"
"1968","16","Male","869"
"1968","16","Female","584"
"1968","17","Male","1,360"
"1968","17","Female","932"
"1968","18","Male","1,437"
"1968","18","Female","1,011"
"1968","19","Male","1,548"
"1968","19","Female","1,145"
"1968","20","Male","1,514"
"1968","20","Female","1,169"
"1968","21","Male","1,578"
"1968","21","Female","1,264"
"1968","22","Male","1,483"
"1968","22","Female","1,191"
"1968","23","Male","1,354"
"1968","23","Female","1,061"
"1968","24","Male","1,353"
"1968","24","Female","1,079"
"1968","25-29","Male","6,569"
"1968","25-29","Female","5,155"
"1968","30-34","Male","5,829"
"1968","30-34","Female","4,622"
"1968","35-39","Male","5,846"
"1968","35-39","Female","4,717"
"1968","40-44","Male","6,014"
"1968","40-44","Female","4,789"
"1968","45-49","Male","5,715"
"1968","45-49","Female","4,329"
"1968","50-54","Male","5,053"
"1968","50-54","Female","3,612"
"1968","55-59","Male","4,381"
"1968","55-59","Female","2,909"
"1968","60-64","Male","3,513"
"1968","60-64","Female","2,097"
"1968","65-69","Male","2,538"
"1968","65-69","Female","1,327"
"1968","70-74","Male",
"1968","70-74","Female",
"1968","75-79","Male",
"1968","75-79","Female",
"1968","80-84","Male",
"1968","80-84","Female",
"1968","85 and Older","Male",
"1968","85 and Older","Female",
"1969","Under 16","Male","92"
"1969","Under 16","Female","60"
"1969","16","Male","854"
"1969","16","Female","589"
"1969","17","Male","1,411"
"1969","17","Female","990"
"1969","18","Male","1,544"
"1969","18","Female","1,133"
"1969","19","Male","1,565"
"1969","19","Female","1,173"
"1969","20","Male","1,505"
"1969","20","Female","1,191"
"1969","21","Male","1,592"
"1969","21","Female","1,293"
"1969","22","Male","1,629"
"1969","22","Female","1,332"
"1969","23","Male","1,532"
"1969","23","Female","1,242"
"1969","24","Male","1,378"
"1969","24","Female","1,107"
"1969","25-29","Male","6,686"
"1969","25-29","Female","5,309"
"1969","30-34","Male","5,892"
"1969","30-34","Female","4,748"
"1969","35-39","Male","5,810"
"1969","35-39","Female","4,763"
"1969","40-44","Male","5,968"
"1969","40-44","Female","4,809"
"1969","45-49","Male","5,769"
"1969","45-49","Female","4,475"
"1969","50-54","Male","5,085"
"1969","50-54","Female","3,744"
"1969","55-59","Male","4,485"
"1969","55-59","Female","3,053"
"1969","60-64","Male","3,594"
"1969","60-64","Female","2,227"
"1969","65-69","Male","2,636"
"1969","65-69","Female","1,439"
"1969","70-74","Male",
"1969","70-74","Female",
"1969","75-79","Male",
"1969","75-79","Female",
"1969","80-84","Male",
"1969","80-84","Female",
"1969","85 and Older","Male",
"1969","85 and Older","Female",
"1970","Under 16","Male","84"
"1970","Under 16","Female","62"
"1970","16","Male","859"
"1970","16","Female","615"
"1970","17","Male","1,438"
"1970","17","Female","1,056"
"1970","18","Male","1,600"
"1970","18","Female","1,219"
"1970","19","Male","1,647"
"1970","19","Female","1,284"
"1970","20","Male","1,558"
"1970","20","Female","1,250"
"1970","21","Male","1,613"
"1970","21","Female","1,345"
"1970","22","Male","1,649"
"1970","22","Female","1,378"
"1970","23","Male","1,728"
"1970","23","Female","1,435"
"1970","24","Male","1,535"
"1970","24","Female","1,266"
"1970","25-29","Male","7,000"
"1970","25-29","Female","5,769"
"1970","30-34","Male","5,880"
"1970","30-34","Female","4,909"
"1970","35-39","Male","5,675"
"1970","35-39","Female","4,749"
"1970","40-44","Male","5,834"
"1970","40-44","Female","4,802"
"1970","45-49","Male","5,788"
"1970","45-49","Female","4,643"
"1970","50-54","Male","5,150"
"1970","50-54","Female","3,916"
"1970","55-59","Male","4,546"
"1970","55-59","Female","3,210"
"1970","60-64","Male","3,692"
"1970","60-64","Female","2,399"
"1970","65-69","Male","2,685"
"1970","65-69","Female","1,541"
"1970","70-74","Male",
"1970","70-74","Female",
"1970","75-79","Male",
"1970","75-79","Female",
"1970","80-84","Male",
"1970","80-84","Female",
"1970","85 and Older","Male",
"1970","85 and Older","Female",
"1971","Under 16","Male","90"
"1971","Under 16","Female","66"
"1971","16","Male","834"
"1971","16","Female","618"
"1971","17","Male","1,426"
"1971","17","Female","1,084"
"1971","18","Male","1,583"
"1971","18","Female","1,236"
"1971","19","Male","1,645"
"1971","19","Female","1,308"
"1971","20","Male","1,612"
"1971","20","Female","1,327"
"1971","21","Male","1,615"
"1971","21","Female","1,344"
"1971","22","Male","1,659"
"1971","22","Female","1,394"
"1971","23","Male","1,718"
"1971","23","Female","1,428"
"1971","24","Male","1,731"
"1971","24","Female","1,439"
"1971","25-29","Male","7,180"
"1971","25-29","Female","5,993"
"1971","30-34","Male","5,924"
"1971","30-34","Female","5,003"
"1971","35-39","Male","5,493"
"1971","35-39","Female","4,657"
"1971","40-44","Male","5,663"
"1971","40-44","Female","4,720"
"1971","45-49","Male","5,674"
"1971","45-49","Female","4,644"
"1971","50-54","Male","5,219"
"1971","50-54","Female","4,095"
"1971","55-59","Male","4,604"
"1971","55-59","Female","3,395"
"1971","60-64","Male","3,831"
"1971","60-64","Female","2,654"
"1971","65-69","Male","2,931"
"1971","65-69","Female","1,820"
"1971","70-74","Male",
"1971","70-74","Female",
"1971","75-79","Male",
"1971","75-79","Female",
"1971","80-84","Male",
"1971","80-84","Female",
"1971","85 and Older","Male",
"1971","85 and Older","Female",
"1972","Under 16","Male","84"
"1972","Under 16","Female","56"
"1972","16","Male","870"
"1972","16","Female","660"
"1972","17","Male","1,465"
"1972","17","Female","1,130"
"1972","18","Male","1,679"
"1972","18","Female","1,329"
"1972","19","Male","1,716"
"1972","19","Female","1,388"
"1972","20","Male","1,705"
"1972","20","Female","1,423"
"1972","21","Male","1,702"
"1972","21","Female","1,444"
"1972","22","Male","1,696"
"1972","22","Female","1,450"
"1972","23","Male","1,747"
"1972","23","Female","1,494"
"1972","24","Male","1,727"
"1972","24","Female","1,473"
"1972","25-29","Male","7,615"
"1972","25-29","Female","6,458"
"1972","30-34","Male","6,273"
"1972","30-34","Female","5,384"
"1972","35-39","Male","5,590"
"1972","35-39","Female","4,803"
"1972","40-44","Male","5,683"
"1972","40-44","Female","4,802"
"1972","45-49","Male","5,757"
"1972","45-49","Female","4,783"
"1972","50-54","Male","5,348"
"1972","50-54","Female","4,261"
"1972","55-59","Male","4,669"
"1972","55-59","Female","3,506"
"1972","60-64","Male","3,899"
"1972","60-64","Female","2,753"
"1972","65-69","Male","2,967"
"1972","65-69","Female","1,893"
"1972","70-74","Male",
"1972","70-74","Female",
"1972","75-79","Male",
"1972","75-79","Female",
"1972","80-84","Male",
"1972","80-84","Female",
"1972","85 and Older","Male",
"1972","85 and Older","Female",
"1973","Under 16","Male","90"
"1973","Under 16","Female","61"
"1973","16","Male","1,031"
"1973","16","Female","788"
"1973","17","Male","1,545"
"1973","17","Female","1,220"
"1973","18","Male","1,664"
"1973","18","Female","1,332"
"1973","19","Male","1,743"
"1973","19","Female","1,427"
"1973","20","Male","1,724"
"1973","20","Female","1,457"
"1973","21","Male","1,730"
"1973","21","Female","1,497"
"1973","22","Male","1,756"
"1973","22","Female","1,528"
"1973","23","Male","1,747"
"1973","23","Female","1,505"
"1973","24","Male","1,708"
"1973","24","Female","1,479"
"1973","25-29","Male","7,905"
"1973","25-29","Female","6,891"
"1973","30-34","Male","6,541"
"1973","30-34","Female","5,744"
"1973","35-39","Male","5,623"
"1973","35-39","Female","4,932"
"1973","40-44","Male","5,591"
"1973","40-44","Female","4,806"
"1973","45-49","Male","5,680"
"1973","45-49","Female","4,796"
"1973","50-54","Male","5,403"
"1973","50-54","Female","4,401"
"1973","55-59","Male","4,679"
"1973","55-59","Female","3,631"
"1973","60-64","Male","3,976"
"1973","60-64","Female","2,894"
"1973","65-69","Male","3,059"
"1973","65-69","Female","2,006"
"1973","70-74","Male",
"1973","70-74","Female",
"1973","75-79","Male",
"1973","75-79","Female",
"1973","80-84","Male",
"1973","80-84","Female",
"1973","85 and Older","Male",
"1973","85 and Older","Female",
"1974","Under 16","Male","78"
"1974","Under 16","Female","60"
"1974","16","Male","1,009"
"1974","16","Female","801"
"1974","17","Male","1,590"
"1974","17","Female","1,269"
"1974","18","Male","1,761"
"1974","18","Female","1,443"
"1974","19","Male","1,822"
"1974","19","Female","1,523"
"1974","20","Male","1,810"
"1974","20","Female","1,550"
"1974","21","Male","1,807"
"1974","21","Female","1,576"
"1974","22","Male","1,812"
"1974","22","Female","1,597"
"1974","23","Male","1,800"
"1974","23","Female","1,584"
"1974","24","Male","1,752"
"1974","24","Female","1,542"
"1974","25-29","Male","8,341"
"1974","25-29","Female","7,424"
"1974","30-34","Male","6,789"
"1974","30-34","Female","6,083"
"1974","35-39","Male","5,669"
"1974","35-39","Female","5,068"
"1974","40-44","Male","5,490"
"1974","40-44","Female","4,782"
"1974","45-49","Male","5,570"
"1974","45-49","Female","4,787"
"1974","50-54","Male","5,471"
"1974","50-54","Female","4,572"
"1974","55-59","Male","4,717"
"1974","55-59","Female","3,757"
"1974","60-64","Male","4,047"
"1974","60-64","Female","3,037"
"1974","65-69","Male","3,105"
"1974","65-69","Female","2,140"
"1974","70-74","Male",
"1974","70-74","Female",
"1974","75-79","Male",
"1974","75-79","Female",
"1974","80-84","Male",
"1974","80-84","Female",
"1974","85 and Older","Male",
"1974","85 and Older","Female",
"1975","Under 16","Male","70"
"1975","Under 16","Female","53"
"1975","16","Male","1,042"
"1975","16","Female","835"
"1975","17","Male","1,601"
"1975","17","Female","1,288"
"1975","18","Male","1,816"
"1975","18","Female","1,501"
"1975","19","Male","1,890"
"1975","19","Female","1,599"
"1975","20","Male","1,878"
"1975","20","Female","1,618"
"1975","21","Male","1,875"
"1975","21","Female","1,651"
"1975","22","Male","1,872"
"1975","22","Female","1,662"
"1975","23","Male","1,876"
"1975","23","Female","1,674"
"1975","24","Male","1,866"
"1975","24","Female","1,661"
"1975","25-29","Male","8,824"
"1975","25-29","Female","7,912"
"1975","30-34","Male","7,014"
"1975","30-34","Female","6,313"
"1975","35-39","Male","5,822"
"1975","35-39","Female","5,234"
"1975","40-44","Male","5,444"
"1975","40-44","Female","4,788"
"1975","45-49","Male","5,569"
"1975","45-49","Female","4,809"
"1975","50-54","Male","5,508"
"1975","50-54","Female","4,684"
"1975","55-59","Male","4,858"
"1975","55-59","Female","3,967"
"1975","60-64","Male","4,158"
"1975","60-64","Female","3,214"
"1975","65-69","Male","3,255"
"1975","65-69","Female","2,354"
"1975","70-74","Male",
"1975","70-74","Female",
"1975","75-79","Male",
"1975","75-79","Female",
"1975","80-84","Male",
"1975","80-84","Female",
"1975","85 and Older","Male",
"1975","85 and Older","Female",
"1976","Under 16","Male","71"
"1976","Under 16","Female","55"
"1976","16","Male","1,059"
"1976","16","Female","846"
"1976","17","Male","1,616"
"1976","17","Female","1,310"
"1976","18","Male","1,815"
"1976","18","Female","1,502"
"1976","19","Male","1,939"
"1976","19","Female","1,639"
"1976","20","Male","1,937"
"1976","20","Female","1,676"
"1976","21","Male","1,917"
"1976","21","Female","1,680"
"1976","22","Male","1,943"
"1976","22","Female","1,721"
"1976","23","Male","1,920"
"1976","23","Female","1,709"
"1976","24","Male","1,929"
"1976","24","Female","1,723"
"1976","25-29","Male","9,195"
"1976","25-29","Female","8,272"
"1976","30-34","Male","7,529"
"1976","30-34","Female","6,804"
"1976","35-39","Male","6,104"
"1976","35-39","Female","5,514"
"1976","40-44","Male","5,503"
"1976","40-44","Female","4,876"
"1976","45-49","Male","5,546"
"1976","45-49","Female","4,824"
"1976","50-54","Male","5,463"
"1976","50-54","Female","4,706"
"1976","55-59","Male","4,993"
"1976","55-59","Female","4,145"
"1976","60-64","Male","4,208"
"1976","60-64","Female","3,328"
"1976","65-69","Male","3,363"
"1976","65-69","Female","2,477"
"1976","70-74","Male",
"1976","70-74","Female",
"1976","75-79","Male",
"1976","75-79","Female",
"1976","80-84","Male",
"1976","80-84","Female",
"1976","85 and Older","Male",
"1976","85 and Older","Female",
"1977","Under 16","Male","82"
"1977","Under 16","Female","63"
"1977","16","Male","1,018"
"1977","16","Female","821"
"1977","17","Male","1,618"
"1977","17","Female","1,312"
"1977","18","Male","1,829"
"1977","18","Female","1,521"
"1977","19","Male","1,940"
"1977","19","Female","1,643"
"1977","20","Male","1,980"
"1977","20","Female","1,718"
"1977","21","Male","1,981"
"1977","21","Female","1,749"
"1977","22","Male","1,986"
"1977","22","Female","1,758"
"1977","23","Male","1,994"
"1977","23","Female","1,781"
"1977","24","Male","1,973"
"1977","24","Female","1,766"
"1977","25-29","Male","9,429"
"1977","25-29","Female","8,454"
"1977","30-34","Male","8,023"
"1977","30-34","Female","7,282"
"1977","35-39","Male","6,471"
"1977","35-39","Female","5,882"
"1977","40-44","Male","5,592"
"1977","40-44","Female","4,976"
"1977","45-49","Male","5,533"
"1977","45-49","Female","4,843"
"1977","50-54","Male","5,500"
"1977","50-54","Female","4,782"
"1977","55-59","Male","5,112"
"1977","55-59","Female","4,300"
"1977","60-64","Male","4,278"
"1977","60-64","Female","3,440"
"1977","65-69","Male","3,434"
"1977","65-69","Female","2,616"
"1977","70-74","Male",
"1977","70-74","Female",
"1977","75-79","Male",
"1977","75-79","Female",
"1977","80-84","Male",
"1977","80-84","Female",
"1977","85 and Older","Male",
"1977","85 and Older","Female",
"1978","Under 16","Male","90"
"1978","Under 16","Female","73"
"1978","16","Male","1,056"
"1978","16","Female","854"
"1978","17","Male","1,627"
"1978","17","Female","1,327"
"1978","18","Male","1,828"
"1978","18","Female","1,524"
"1978","19","Male","1,946"
"1978","19","Female","1,664"
"1978","20","Male","1,943"
"1978","20","Female","1,699"
"1978","21","Male","2,000"
"1978","21","Female","1,779"
"1978","22","Male","2,013"
"1978","22","Female","1,801"
"1978","23","Male","2,001"
"1978","23","Female","1,798"
"1978","24","Male","2,000"
"1978","24","Female","1,804"
"1978","25-29","Male","9,531"
"1978","25-29","Female","8,611"
"1978","30-34","Male","8,295"
"1978","30-34","Female","7,579"
"1978","35-39","Male","6,721"
"1978","35-39","Female","6,160"
"1978","40-44","Male","5,679"
"1978","40-44","Female","5,086"
"1978","45-49","Male","5,451"
"1978","45-49","Female","4,808"
"1978","50-54","Male","5,495"
"1978","50-54","Female","4,804"
"1978","55-59","Male","5,157"
"1978","55-59","Female","4,395"
"1978","60-64","Male","4,356"
"1978","60-64","Female","3,575"
"1978","65-69","Male","3,502"
"1978","65-69","Female","2,720"
"1978","70-74","Male",
"1978","70-74","Female",
"1978","75-79","Male",
"1978","75-79","Female",
"1978","80-84","Male",
"1978","80-84","Female",
"1978","85 and Older","Male",
"1978","85 and Older","Female",
"1979","Under 16","Male","74"
"1979","Under 16","Female","58"
"1979","16","Male","1,054"
"1979","16","Female","852"
"1979","17","Male","1,577"
"1979","17","Female","1,296"
"1979","18","Male","1,824"
"1979","18","Female","1,528"
